0.000000,2834628.005572,2576103.163779,3631064.639766,4617184.211176,3862095.511319,5981349.321063,2767717.789007,894047.979136,2099876.072336
2834628.005572,0.000000,785415.576843,1056064.074989,1306635.012158,1478849.174592,1418938.378019,903994.165812,1699025.040491,902491.965021
2576103.163779,785415.576843,0.000000,267611.189735,361501.965602,492057.671407,834934.522466,174955.068235,2426476.073150,2006967.299943
3631064.639766,1056064.074989,267611.189735,0.000000,220704.256340,169893.727988,458995.368560,355665.212648,3426995.128567,2810544.470595
4617184.211176,1306635.012158,361501.965602,220704.256340,0.000000,381549.758165,212070.316150,468330.694059,4266792.828518,3351612.059923
3862095.511319,1478849.174592,492057.671407,169893.727988,381549.758165,0.000000,686546.558388,711782.597477,3600854.720560,3535316.641365
5981349.321063,1418938.378019,834934.522466,458995.368560,212070.316150,686546.558388,0.000000,900039.319114,5058899.664337,3660490.666370
2767717.789007,903994.165812,174955.068235,355665.212648,468330.694059,711782.597477,900039.319114,0.000000,2756490.096775,1815309.183097
894047.979136,1699025.040491,2426476.073150,3426995.128567,4266792.828518,3600854.720560,5058899.664337,2756490.096775,0.000000,1138364.446359
2099876.072336,902491.965021,2006967.299943,2810544.470595,3351612.059923,3535316.641365,3660490.666370,1815309.183097,1138364.446359,0.000000
